rating,review
5,"We had my Mother's Birthday Party here on 10/29/16. What a Great time we all had. The food, music and waiters were Great!!! Thanks Lyles!!!"
5,"Was recommended to try this place by few people and today was my first time here. All I can say is, I am coming back very soon.

SERVICE
Wasn't sure if the guy was the owner but he was friendly and talked story while we waited for our food. Loved it!! Food came out within 10 min. 

FOOD
Tried hamburger steak and it was so delicious. Gravy/sauce they put on the hamburger steak was perfect! Also came with onion rings on top which I love. Chicken katsu was amazing! Chicken katsu here is crunchy and surprisingly has a flavor by itself that you really don't need a sauce for it. Best chicken katsu I had. 

OVERALL
It was a journey to get to this place as it took about 30min from my house but the service and food here made it worth the drive. I also love how they had a poster of Keali'i Reichel. (They had other posters but Keali'i Reichel happens to be my favorite). Place is clean, service is fast and friendly and food is delicious. What more could you ask for?"
5,This place is really nice inside it doesn't seem like your at the cannery. The crab cakes are good and I had the chicken and it was really good too. The best part was our waiter he was soooo nice and was very attentive. Great customer service here.
5,"Nice atmosphere, plenty of TV's. Priced affordably. They do serve food, but stop the dinner dinner menu at 10:30. We ordered the BBQ chicken nachos and they were so good!!!"
5,The food was amazing. The filet and lobster tail was perfect.  Its hard to beat a great steak and lobster tail for under $30.  Also the service was on point.
5,Great spring roll and pho. We got our food fairly quick which made it a great stop for lunch.
5,"The prime rib was excellent, the service was excellent. Our while dining experience could not have been better"
5,"Phenomenal practice!  Dr Wellish is absolutely top-notch, the staff is incredible and friendly, and I love Heidy -- who does all the extra level of service and follow-up.  When i was diagnosed with cataracts in both eyes at an unusually young age, I was amazed at the expertise and knowledge, choices and recommendations, and terrific  care.  The office seems also to run very efficiently.

The surgery itself was a breeze, 1 hr of prep, and a 10 minute surgery.  i did one eye per visit, and could see immediately afte, albeit sensitive to light.  Dr Wellish is truly terrific.

The follow-up vists were very accomodating to my schedule, and I am very pleased with my vision now - no glasses and i can see fantastic!

One word of caution: with the choices in lenses, there is a great variance of costs. Some, my insurance would have paid 100%, others only 50%.   If financial is part of your decison choice, make sure you understand ALL the costs for out-of-pocket.  This would include the meds, drops, and surgery center costs along with any lens costs before you choose."
5,Visited for the first time today. Red door signature facial. Jordan was amazing. My skin looks and feels smoother and moisturized. The atmosphere is so elegant and relaxing . I'll be be back again soon!!
5,"I have not one qualm to announce about this TJ's! Not a single qualm.

Parking is available via two lots (one off Monroe, the other off Spooner). Carts are always tidy, never massively dumped and sprawled in the parking lots or in the streets. The store is so tidy and well-maintained. Staff are always on top of tasks and helpful, friendly 95% of the time, and many come to recognize you after recurring visits!

Produce is decent quality and I always find what I need. Specialty, holiday, and seasonal promotions are always fun too:  pizza crust dough, my summer iced coffee concentrate and winter holiday panettone! YUM!

A hidden gem IMHO:  tea tree infused body care items. Body wash. Face scrub. Face/Skin cleansing pads. Oil. I'm drinking the TJ's tea tree kool-aid!

I would head local for something like coffee beans, though."
5,"I recently started working uptown and I wanted to find a local place to hang out  after work some nights, I found this little gem.  On the corner of Brevard Court and Church Street, this place is simply amazing!  I'm on a budget, so 3.50 pints on Thursday night is exactly what this girl was looking for.  The bartender, Libby, knows what I want when I walk in and I've only been there few times.  Great service and excellent prices!  I love this place!!!"
5,This outback location really knows how to keep their customers happy. After a slightly bad experience they did everything in their power to make sure my next experience was nothing short of awesome! Michelle is an awesome manager and really knows how to provide great customer service! The food as always was wonderful tonight. I will continue to go to this outback location!
5,"Every single time I come in to town(which is often) I hit this place. 

Whether it be for breakfast, lunch or a quick pick up order of spam musubi, their food is always good. The last time I came I had a moco loco and dang near passed out from a food coma because the serving was so much and was so good that I couldn't stop eating. Being Filipino, a lot of their dishes are similar to what I can make already but why go through the effort of having to make it myself when I'm on vacation and someone else can make it just as good?

Add to the fact that I can get my fix of Lilikoi here makes my decision just that easier. The proprietors here are so friendly - I always seem to talk to the one gentleman with the goatee. I swear if this is how all people from Hawaii are(friendly and conversational) I really need to book my trip there now. 

I'm sure they remember me - I always order at least 10 spam musubis for pickup."
5,"Haven't been to Denny's in years bc I always had a bad experience in the past, but something drew me there today. The food and service were SO GOOD! I got egg whites mixed with bellpeppers, onions and tomatoes, avocado and fruit, with an English muffin. Super healthy and yummy! I asked the cook to make it with Pam instead of butter and they willingly accommodated! This was great! Definitely recommend! The server (Matt!) was AWESOME! Come and visit--worth it!"
5,"I have eaten here three times so far, and I have walked away very pleased. Service has been great and highly recommend the burgers and boneless wings, both are the best I have ever had at a restaurant. Great selection of on tap beers as well. Give it a try."
5,Food is good for a 24 hour place. A little pricey but would definitely come back. Walking into the restaurant the aroma makes you hungry.
