rating,review
4,"Good Korean grill near Eaton Centre. The marinate is good. We got beef, ox liver, salmon, fish fillet, chicken, pork, pork belly. The fish fillet was bland and liver was meh. Salmon and chicken was really flavourable. Such a fun place to eat at for a date or group of friends. Even alone. No judgments here. 
The staff is attentive, nice and considerate. Bigger groups will most likely be seated on the second floor which is way bigger.
Caution: will smell like BBQ grill after."
4,"I love love their Kalbi, I always order it the sauce is what makes it really good..hmm think I wanna eat that today.i didn't like their noodles to sweet.."
4,Just finished breakfast and experienced the best customer service! Trisha is an exceptional server! Had the chocolate peanut butter pancakes...like eating the nectar of awesomeness. Far superior to the Reeses pancakes I had tried at OverEasy
4,"Good food..well you have to cook yourself.. but great place, good location and a decent price. 

Would have rated higher if the service was better..been there a few times n  had to wait n call out to get food or drinks. . The servers always have a ""not interested"" look and that gets to you no matter how polite they try to be.."
4,"Had to get my wing fix, I like dry rubs on wings they had 3 different types couldn't choose between 6 pepper, smoked and cajun style so I just got all three. 
All were great but if I needed to choose I would go with the 6 pepper, along with incredible craft beer offered makes this place a great stopping place while passing threw !"
4,"I had brunch here last Sunday and I would have to say that the Rib-eye steak was awesome. A perfectly cooked medium rare with soup ,appetizer platter and dessert buffet  for around $24 is a pretty awesome deal for me. The service was very good. The meat is most likely not ""PRIME"" cut but for the price it was delicious. This experience this time around was way better. I would definitely eat here again."
4,"Excellent - have not been here in two years, since our last meal was exceptionally Bad. However after being told it's been under new management for over a year and getting positive feedback, we gave it another try. First - the reason I did not give it Five Stars is the Prices. They are approaching High Dining with one appetizer, two dinners and no alcohol near 150 dollars (including tip) for two.
We had the Baby Spinach Salad with Strawberries and caramelized pecans in a house poppy seed dressing (excellent) in nice presentation bowls. The Crab Cake appetizer consisted of chilled crab meat topped with lettuce,tomato and avocado with some excellent sauces. Surprisingly refreshing and unique, but missing the top quality LUMP Crab Meat the dishes price implied. Two Filet's - one Medium the second heavy medium, were both excellently cooked, fork tender, and the wine reduction sauce added a nice flavor.
Side orders of Creamed Corn and Loaded Baked Potato were generous and as expected. The service was far above average and made for a pleasant experience.
I would definitely recommend Waverly's - but only with a partial comp or other discount.."
4,"Great lunch price of $11 after tax and tip! 

Now onto the food, had the ayce normal menu so the squid, White fish fillet, shaved pork, shaved beef, and spicy chicken. Side dishes included fried tofu (spicy), kimchi, spicy and normal bean sprout, pickled radish, beef soup and rice. considering it is a lunch menu offering this isn't too bad and earns 3 stars.

Where they shined was on service, now this might have been an odd staff member who took pride in great service, but I found that they were very attentive, and kept our table well stocked with the side dishes that we were pounding through and the meat which we were dumping into the grill.
We had to change the grill once and that was quick and courteous.

Note: they offer an AYCE veggie+pineapple addition that you can get, but it is 3 dollars and if you are going strictly for the cost-food ratio it isn't recommended. 

I would definitely return, however considering how hard ayce is on the healthy living aspect of my life, it is unfortunately an once in a while splurge. 

3 stars for the food + price, 1 star for the service"
4,This is our local Denny's so we eat here probably 5 times a year for breakfast on the weekends. It's always busy for breakfast but they are really good about getiing you in and the food is always good. I've never had a problem here.
4,"Om nom nom. Warm and full and happy. Came right before the lunch rush. We were one of two tables occupied. It started to fill up about midway into our lunch though. Service is efficient, but not in a brusque way. Fairly pleasant, actually. Interesting thing to note: chopsticks and spoons are self serve from a container at the table. The chopsticks are disposable, but the spoons are metal. Side note: If you sit at the booths close to the door and the door opens, it can get chilly (but it's alright if you have a piping hot stew in front of you).

Had:

Black goat stew ($12) - single portion. Came with purple rice. Oddly enough, my rice came when they brought the banchan to the table (about 5-10 minutes before my stew came out). What that meant was that my rice got to cool down before my stew came. Not a good thing, but something I can live with because my stew was still boiling when it came to the table. Goat stew had a lot of bean sprouts in it. I thought there wasn't that much goat, but there was a decent amount. It was shredded and boneless goat, for those of you who dislike having bones in your meat. It was quite tender, and had a mild goat taste. Soup was spicy and delicious. Love that they sprinkled perilla seeds on top. I like the crunch.

Dolsot bibimbap ($10) - What I really like is that the dolsot bibimbap and the regular bibimbap are the same price. Dolsot is the one in the stone bowl, for those of you who aren't familiar with the term. It usually costs a dollar more than its non stone bowl counterpart. Big bowl of bibimbap. My mom only finished about half of it.

Banchan: 7 dishes here, which is a plus in my books. Kimchi, radish kimchi, sprouts, wakame salad, pickled radish, spicy fish cake slices, and dried anchovies and peanuts in a seasoned soy sauce.

Awesome bonus: These prices are tax (but not tip) included. Yep. Their menu prices are exactly what you pay (sans tip)!"
4,I am a truck driver have to sit a day  Great place ... Great wings ... Great waitress... But get a Sunday liquor license please my company comes here a lot
4,"By far the most affordable sushi place on the west side :) I love their Hawaii Roll!! The slivers of almond get me every time!! I also love their bento special. If you're not particularly hungry, don't get it! It's a lot of food.  You can get a lot of food for under $10.  Definitely a place to try :) ahem ahem walk over to the donut shop next door and have a boba for dessert. Just sayin!!"
4,"This Trader Joe's in particular is one of my favorites. It's never too crowded except around the holidays, I've never had to wait in line for more than 1 minute (someone always comes around to pull me over), all the cashiers are extra friendly, and the samples in the back keep my belly warm. WARNING THE PARKING will drive you crazy. Come at an odd hour to avoid the extremely stressful experience that is parking here. It's cramped, the spaces were made with ant-sized cars in mind, and you'll often have to wait for a spot by loitering in the middle of the whole lot and blocking people. Coming even a little later in the night will save you the hassle.

Trader Joe's in general: Why must you package all your vegetables? Why do your herbs only come in small, plastic-wrapped bunches? 

My favorites: a bag of four avocados for ~$2.50. Two salmon filets for ~$10.00. $3 wine, ""healthy"" (I'm not really sure, but the ingredients definitely read a little better) frozen food."
4,"Two separate experiences: Food Quality good (for price) but service was slow. Next time the service was attentive but the food quality poor: leathery and VERY THIN filet mignonette steak (not like pictures!) and shrimp was salty and poor quality. Potato cake was a hit!

 Managers make things right. Needs Proper staffing, better quality steaks and seafood. Our kiddo loved the chicken strips. Ok, I may be spoiled from all of the other mid-level steakhouses. I'm really pulling for you, Outback! Thanks for making the effort.

UPDATE: last experience was perfect (service,quality,prompt)."
4,"This place is amazing... I mean, they have a free sample bread table! They change their bread specials daily, so make sure you either call or check online! The sandwiches, oh so good! It does tend to take a little while for your food, but it's worth the wait!"
4,"Pho KC Vietnamese Restaurant recently opened. The restaurant is casual but also is new and modern. They offer most of your usual Vietnamese Favorites. We wanted to start out with the Potstickers but I hit them when they were all sold out of them so we just went to the entrees.

I had the Stir Fried Lemongrass Chicken with Mixed Vegetables Rice Plate. The Chicken seemed like good quality chicken because the white meat was moist and tender and just melted in my mouth. The Asian flavored sauce was delicious and laced with lemongrass as promised. My plate came with a generous amount of fresh steamed rice and tender crisp vegetables such as baby bok choy, broccoli and carrots. It was a delicious plate there is no reason why anyone wouldn't like it. Some people might point out that fish sauce sauce should be served with this plate.  Other sauces are available on the table.

My husband loves Oxtail so he ordered the Oxtail Pho. He said the clear broth was delicious. He thought it was really good and was spicy. As delicious as the broth was the dish wasn't perfect and not all of the three pieces of Oxtail were edible. He could only chew the meat off of the small piece the two bigger pieces weren't ready yet. But this is a newly opened restaurant and they are still finding their way.

The woman who took care of us was very attentive and eager to make sure we were pleased.

3.5 (because of some undercooked Oxtail but bumped up to 4 stars because they are new)

Worth a Try!"
